X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8844862.014,5421301.597,356094,GO-20232041578,2023/09/01 04:00:00+00,2023/07/16 04:00:00+00,2023,September,1,244,Friday    ,13,2023,July,16,197,Sunday    ,0,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45474733,43.71408067
-8836917.756,5413291.464,356095,GO-20232043162,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,16,2023,August,31,243,Thursday  ,21,D51,Pharmacy,Other,2133,200,Theft Over - Shoplifting,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38338285,43.66204832
-8843616.753,5414102.994,356096,GO-20232036594,2023/09/01 04:00:00+00,2023/08/28 04:00:00+00,2023,September,1,244,Friday    ,0,2023,August,28,240,Monday    ,15,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44356096,43.66732192
-8861547.263,5422021.42,356097,GO-20232039142,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,8,2023,September,1,244,Friday    ,8,D23,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60463347,43.7187543
-8838550.089,5411889.709,356098,GO-20232041023,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,12,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39804634,43.65293813
-8837009.381,5414637.989,356099,GO-20232018893,2023/09/01 04:00:00+00,2023/08/20 04:00:00+00,2023,September,1,244,Friday    ,7,2023,August,20,232,Sunday    ,19,D53,Ttc Subway Train,Transit,1430,100,Assault,Assault,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38420592,43.67079825
-8836175.306,5413347.532,356100,GO-20232043165,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,16,2023,September,1,244,Friday    ,16,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1430,100,Assault,Assault,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37671331,43.66241268
-8837221.276,5414303.48,356101,GO-20232045995,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,22,2023,September,1,244,Friday    ,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38610942,43.66862468
-8834090.777,5411845.709,356102,GO-20232045571,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,21,2023,September,1,244,Friday    ,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.35798766,43.65265215
-8854934.164,5425238.964,356103,GO-20232039712,2023/09/01 04:00:00+00,2023/08/30 04:00:00+00,2023,September,1,244,Friday    ,9,2023,August,30,242,Wednesday ,15,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,22,Humbermede,22,Humbermede (22),-79.545227,43.73964053
-8833153.915,5423802.964,356104,GO-20232040778,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,12,2023,August,31,243,Thursday  ,20,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34957169,43.73031984
-8846461.655,5431141.546,356105,GO-20232039516,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,9,2023,August,31,243,Thursday  ,21,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.46911715,43.77793739
-8830197.482,5430725.44,356106,GO-20232043731,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,17,2023,September,1,244,Friday    ,17,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3230136,43.77523843
-8839461.116,5423392.648,356107,GO-20232039521,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,9,2023,August,31,243,Thursday  ,20,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,105,Lawrence Park North,105,Lawrence Park North (105),-79.40623024,43.72765632
-8832417.291,5423564.797,356108,GO-20232037678,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,1,2023,September,1,244,Friday    ,1,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34295448,43.72877382
-8848035.811,5426107.223,356109,GO-20232038620,2023/09/01 04:00:00+00,2023/08/04 04:00:00+00,2023,September,1,244,Friday    ,6,2023,August,4,216,Friday    ,18,D31,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,Robbery,155,Downsview,26,Downsview-Roding-CFB (26),-79.48325803,43.74527547
-8832646.324,5414998.689,356110,GO-20232043495,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,16,2023,September,1,244,Friday    ,16,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,68,North Riverdale,68,North Riverdale (68),-79.34501192,43.67314192
-8855012.959,5410152.451,356111,GO-20232040274,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,10,2023,September,1,244,Friday    ,4,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington,14,Islington-City Centre West (14),-79.54593482,43.64164555
-8835542.47,5412712.929,356112,GO-20232044607,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,September,1,244,Friday    ,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,73,Moss Park,73,Moss Park (73),-79.37102845,43.65828851
-8849169,5417414.776,356113,GO-20232040150,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,10,2023,September,1,244,Friday    ,10,D12,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,115,Mount Dennis,115,Mount Dennis (115),-79.49343764,43.68883823
-8835184.47,5410566.701,356114,GO-20232039687,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,9,2023,September,1,244,Friday    ,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,150,Robbery - Purse Snatch,Robbery,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.36781247,43.64433846
-8855260.846,5410950.237,356115,GO-20232038979,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,7,2023,September,1,244,Friday    ,7,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington,14,Islington-City Centre West (14),-79.54816163,43.64683161
-8843910.338,5421422.77,356116,GO-20232039858,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,10,2023,August,31,243,Thursday  ,11,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44619828,43.71486744
-8847476.44,5407355.878,356117,GO-20232045032,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,20,2023,September,1,244,Friday    ,19,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.47823312,43.62346272
-8856594.668,5411036.209,356118,GO-20232040157,2023/09/01 04:00:00+00,2023/08/27 04:00:00+00,2023,September,1,244,Friday    ,11,2023,August,27,239,Sunday    ,22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington,14,Islington-City Centre West (14),-79.56014355,43.64739045
-8852598.836,5407055.557,356119,GO-20232044242,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,18,2023,September,1,244,Friday    ,18,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52424838,43.62150976
-8836175.306,5413347.532,356120,GO-20232042747,2023/09/01 04:00:00+00,2023/08/02 04:00:00+00,2023,September,1,244,Friday    ,15,2023,August,2,214,Wednesday ,14,D51,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.37671331,43.66241268
-8855032.436,5403101.653,356121,GO-20232038873,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,7,2023,August,31,243,Thursday  ,19,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,20,Alderwood,20,Alderwood (20),-79.54610979,43.59579194
-8855186.119,5408722.594,356122,GO-20232041284,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,14,2023,August,31,243,Thursday  ,19,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington,14,Islington-City Centre West (14),-79.54749035,43.63234956
-8836302.903,5415288.78,356123,GO-20232038783,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,7,2023,August,31,243,Thursday  ,21,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.37785953,43.67502674
-8849831.297,5422640.849,356124,GO-20232038432,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,6,2023,August,31,243,Thursday  ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.49938716,43.7227758
-8826303.118,5414800.985,356125,GO-20232041151,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,12,D55,"Apartment (Rooming House, Condo)",Apartment,1610,220,Robbery - Other,Robbery,63,The Beaches,63,The Beaches (63),-79.28802993,43.67185734
-8838020.707,5420529.272,356126,GO-20232039328,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,8,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,173,North Toronto,104,Mount Pleasant West (104),-79.39329082,43.70906575
-8850764.679,5420632.686,356127,GO-20232040059,2023/09/01 04:00:00+00,2023/08/28 04:00:00+00,2023,September,1,244,Friday    ,10,2023,August,28,240,Monday    ,2,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,Break and Enter,113,Weston,113,Weston (113),-79.50777188,43.70973727
-8840548.462,5431711.105,356128,GO-20232045747,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,22,2023,September,1,244,Friday    ,21,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,Assault,36,Newtonbrook West,36,Newtonbrook West (36),-79.41599803,43.78163148
-8835542.47,5412712.929,356129,GO-20232044607,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,September,1,244,Friday    ,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,73,Moss Park,73,Moss Park (73),-79.37102845,43.65828851
-8833458.667,5412984.747,356130,GO-20232040743,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,12,2023,August,31,243,Thursday  ,19,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,70,South Riverdale,70,South Riverdale (70),-79.35230933,43.66005504
-8835451.733,5412742.984,356131,GO-20232044507,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,September,1,244,Friday    ,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.37021334,43.65848384
-8848576.134,5420282.508,356132,GO-20232040292,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,13,2023,August,31,243,Thursday  ,22,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,28,Rustic,28,Rustic (28),-79.48811184,43.70746336
-8849831.297,5422640.849,356133,GO-20232038432,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,6,2023,August,31,243,Thursday  ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.49938716,43.7227758
-8846311.884,5416833.562,356134,GO-20232038467,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,6,2023,September,1,244,Friday    ,6,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.46777173,43.6850627
-8841542.244,5408773.502,356135,GO-20232045920,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,22,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,163,Fort York-Liberty Village,82,Niagara (82),-79.42492533,43.63268055
-8817489.457,5425392.894,356136,GO-20232038729,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,7,2023,September,1,244,Friday    ,2,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,139,Scarborough Village,139,Scarborough Village (139),-79.20885547,43.74063957
-8846621.656,5416006.398,356137,GO-20232043389,2023/09/01 04:00:00+00,2023/08/21 04:00:00+00,2023,September,1,244,Friday    ,16,2023,August,21,233,Monday    ,12,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47055447,43.67968908
-8835451.733,5412742.984,356138,GO-20232044507,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,September,1,244,Friday    ,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.37021334,43.65848384
-8857604.799,5427794.355,356139,GO-20232038425,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,10,2023,September,1,244,Friday    ,0,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,21,Humber Summit,21,Humber Summit (21),-79.56921772,43.75622331
-8851622.535,5425927.892,356140,GO-20232039939,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,10,2023,August,31,243,Thursday  ,23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51547812,43.74411167
-8839387.286,5417293.933,356141,GO-20232038468,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,7,2023,August,31,243,Thursday  ,22,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,96,Casa Loma,96,Casa Loma (96),-79.40556702,43.68805326
-8835293.218,5426870.602,356142,GO-20232041303,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,13,2023,September,1,244,Friday    ,13,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.36878938,43.7502293
-8836939.14,5411117.397,356143,GO-20232039043,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,8,2023,August,31,243,Thursday  ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38357494,43.64791819
-8842974.24,5414309.028,356144,GO-20232041477,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,13,2023,August,31,243,Thursday  ,15,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.43778917,43.66866072
-8820525.829,5432053.715,356145,GO-20232039013,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,8,2023,August,31,243,Thursday  ,18,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,142,Woburn North,137,Woburn (137),-79.23613166,43.78385349
-8844140.09,5422963.617,356146,GO-20232046380,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,23,D32,Ttc Subway Station,Transit,1430,100,Assault,Assault,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44826218,43.72487119
-8838437.243,5412742.134,356147,GO-20232039660,2023/09/01 04:00:00+00,2023/07/05 04:00:00+00,2023,September,1,244,Friday    ,9,2023,July,5,186,Wednesday ,9,D52,Universities / Colleges,Educational,2120,200,B&E,Break and Enter,79,University,79,University (79),-79.39703263,43.65847831
-8810238.576,5432212.111,356148,GO-20232041802,2023/09/01 04:00:00+00,2023/07/01 04:00:00+00,2023,September,1,244,Friday    ,13,2023,July,1,182,Saturday  ,23,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,133,Centennial Scarborough,133,Centennial Scarborough (133),-79.1437197,43.78488075
-8818964.388,5425676.698,356149,GO-20232038585,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,6,2023,September,1,244,Friday    ,6,D43,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,139,Scarborough Village,139,Scarborough Village (139),-79.222105,43.74248146
